company_id,ticker,ts,value,interval,valueUnit
2,MSFT,1292371200000,27.850000381469727,0,USD
2,MSFT,1292457600000,27.989999771118164,0,USD
2,MSFT,1292544000000,27.899999618530273,0,USD
2,MSFT,1292803200000,27.809999465942383,0,USD
2,MSFT,1292889600000,28.06999969482422,0,USD
2,MSFT,1292976000000,28.190000534057617,0,USD
2,MSFT,1293062400000,28.299999237060547,0,USD
2,MSFT,1293408000000,28.06999969482422,0,USD
2,MSFT,1293494400000,28.010000228881836,0,USD
2,MSFT,1293580800000,27.969999313354492,0,USD
2,MSFT,1293667200000,27.850000381469727,0,USD
2,MSFT,1293753600000,27.90999984741211,0,USD
2,MSFT,1294012800000,27.979999542236328,0,USD
2,MSFT,1294099200000,28.09000015258789,0,USD
2,MSFT,1294185600000,28.0,0,USD
2,MSFT,1294272000000,28.81999969482422,0,USD
2,MSFT,1294358400000,28.600000381469727,0,USD
2,MSFT,1294617600000,28.219999313354492,0,USD
2,MSFT,1294704000000,28.110000610351562,0,USD
2,MSFT,1294790400000,28.549999237060547,0,USD
2,MSFT,1294876800000,28.190000534057617,0,USD
2,MSFT,1294963200000,28.299999237060547,0,USD
2,MSFT,1295308800000,28.65999984741211,0,USD
2,MSFT,1295395200000,28.469999313354492,0,USD
2,MSFT,1295481600000,28.350000381469727,0,USD
2,MSFT,1295568000000,28.020000457763672,0,USD
2,MSFT,1295827200000,28.3799991607666,0,USD
2,MSFT,1295913600000,28.450000762939453,0,USD
2,MSFT,1296000000000,28.780000686645508,0,USD
2,MSFT,1296086400000,28.8700008392334,0,USD
2,MSFT,1296172800000,27.75,0,USD
2,MSFT,1296432000000,27.729999542236328,0,USD
2,MSFT,1296518400000,27.989999771118164,0,USD
2,MSFT,1296604800000,27.940000534057617,0,USD
2,MSFT,1296691200000,27.649999618530273,0,USD
2,MSFT,1296777600000,27.770000457763672,0,USD
2,MSFT,1297036800000,28.200000762939453,0,USD
2,MSFT,1297123200000,28.280000686645508,0,USD
2,MSFT,1297209600000,27.969999313354492,0,USD
2,MSFT,1297296000000,27.5,0,USD
2,MSFT,1297382400000,27.25,0,USD
2,MSFT,1297641600000,27.229999542236328,0,USD
2,MSFT,1297728000000,26.959999084472656,0,USD
2,MSFT,1297814400000,27.020000457763672,0,USD
2,MSFT,1297900800000,27.209999084472656,0,USD
2,MSFT,1297987200000,27.059999465942383,0,USD
2,MSFT,1298332800000,26.59000015258789,0,USD
2,MSFT,1298419200000,26.59000015258789,0,USD
2,MSFT,1298505600000,26.770000457763672,0,USD
2,MSFT,1298592000000,26.549999237060547,0,USD
2,MSFT,1298851200000,26.579999923706055,0,USD
2,MSFT,1298937600000,26.15999984741211,0,USD
2,MSFT,1299024000000,26.079999923706055,0,USD
2,MSFT,1299110400000,26.200000762939453,0,USD
2,MSFT,1299196800000,25.950000762939453,0,USD
2,MSFT,1299456000000,25.719999313354492,0,USD
2,MSFT,1299542400000,25.90999984741211,0,USD
2,MSFT,1299628800000,25.889999389648438,0,USD
2,MSFT,1299715200000,25.40999984741211,0,USD
2,MSFT,1299801600000,25.68000030517578,0,USD
2,MSFT,1300060800000,25.690000534057617,0,USD
2,MSFT,1300147200000,25.389999389648438,0,USD
2,MSFT,1300233600000,24.790000915527344,0,USD
2,MSFT,1300320000000,24.780000686645508,0,USD
2,MSFT,1300406400000,24.799999237060547,0,USD
2,MSFT,1300665600000,25.329999923706055,0,USD
2,MSFT,1300752000000,25.299999237060547,0,USD
2,MSFT,1300838400000,25.540000915527344,0,USD
2,MSFT,1300924800000,25.809999465942383,0,USD
2,MSFT,1301011200000,25.6200008392334,0,USD
2,MSFT,1301270400000,25.40999984741211,0,USD
2,MSFT,1301356800000,25.489999771118164,0,USD
2,MSFT,1301443200000,25.610000610351562,0,USD
2,MSFT,1301529600000,25.389999389648438,0,USD
2,MSFT,1301616000000,25.479999542236328,0,USD
2,MSFT,1301875200000,25.549999237060547,0,USD
2,MSFT,1301961600000,25.780000686645508,0,USD
2,MSFT,1302048000000,26.149999618530273,0,USD
2,MSFT,1302134400000,26.200000762939453,0,USD
2,MSFT,1302220800000,26.06999969482422,0,USD
2,MSFT,1302480000000,25.979999542236328,0,USD
2,MSFT,1302566400000,25.639999389648438,0,USD
2,MSFT,1302652800000,25.6299991607666,0,USD
2,MSFT,1302739200000,25.420000076293945,0,USD
2,MSFT,1302825600000,25.3700008392334,0,USD
2,MSFT,1303084800000,25.079999923706055,0,USD
2,MSFT,1303171200000,25.149999618530273,0,USD
2,MSFT,1303257600000,25.760000228881836,0,USD
2,MSFT,1303344000000,25.520000457763672,0,USD
2,MSFT,1303689600000,25.610000610351562,0,USD
2,MSFT,1303776000000,26.190000534057617,0,USD
2,MSFT,1303862400000,26.3799991607666,0,USD
2,MSFT,1303948800000,26.709999084472656,0,USD
2,MSFT,1304035200000,25.920000076293945,0,USD
2,MSFT,1304294400000,25.65999984741211,0,USD
2,MSFT,1304380800000,25.809999465942383,0,USD
