id,name,ticker,sector,industry,indices,exchanges,sales_cagrr_3y,cash,equity_cagrr_3y,pe,fcf_cagrr_3y,market_cap,op_margins,earnings_stability,earnings_growth_qoq,payout_ratio,final_score,net_margins,sales_cagrr_5y,current_ratio,roa,gross_margins,sales_growth_qoq,pb,fcf,fcf_cagrr_5y,debt_over_fcf,shares_cagrr_3y,peg,earnings_cagrr_5y,equity,assets,total_debt,roe,earnings_cagrr,equity_cagrr,debt_over_equity,earnings_score,ps,earnings_growth_yoy,ebit,equity_cagrr_5y,shares_outstanding,ev,working_capital,equity_growth_yoy,equity_growth_qoq,sales_growth_yoy,safety_score,earnings_cagrr_3y,moat_score,g_stability,price_to_cash,fcf_cagrr,gross_profit,dividend_yield,pfcf,sales_cagrr,revenue,earnings,last_updated_stock_price,last_updated_stock_split,last_updated_fundamentals,last_updated_additional_data,description
2,Microsoft Corp,MSFT,technology,Computer Software: Prepackaged Software,"[""SP500"", ""DJIA"", ""NDX""]","[""NASDAQ""]",0.14573971588612666,28849000000,0.2855285201939992,33.905906491659934,0.09990201955959566,3557136461853.0273,0.46266660313397684,0.7672203129872475,0.018874160026438602,0.24087806923898125,0.915904623856911,0.35722838051832684,0.1344318963187776,1.4005303860855136,0.2136195275877621,0.6876403958994187,0.016117005272039853,9.797222790415857,78017000000,0.0705973177302075,0.7311227040260456,-0.00028297988415837416,2.5490903570451233,0.1330117875105976,363076000000,636351000000,57040000000,0.2889532769998568,0.16561694662800042,0.11646071209948827,0.15710209432735847,0.9234354956317574,12.106845404044176,0.12486317752462806,135937000000,0.2445204391258715,7433000000,3585327461853.0273,54070000000,0.2618942524580934,0.05705443418666056,0.18431043683769155,0.8523341575355814,0.14573971588612666,0.9719442184033941,0.6004924895345974,0.008110175223632445,0.09947098506374563,202037000000,0.007104309961399546,45.59437637762318,0.10987660771743335,293812000000,104912000000,1765443879251,1765443879251,1765443879251,1766585406588,"Microsoft (Nasdaq ""MSFT"" @microsoft) creates platforms and tools powered by AI to deliver innovative solutions that meet the evolving needs of our customers. The technology company is committed to making AI available broadly and doing so responsibly, with a mission to empower every person and every organization on the planet to achieve more."
