id,name,ticker,sector,industry,description,exchanges,indices,lastUpdated,earnings,ebit,roe,roa,fcf,equity,g_stability,pe,peg,pb,pfcf,ps,price_to_cash,debt_over_equity,debt_over_fcf,net_margins,gross_margins,op_margins,earnings_cagrr,sales_growth_yoy,sales_growth_qoq,sales_cagrr,fcf_cagrr,equity_cagrr,earnings_stability,earnings_growth_yoy,earnings_growth_qoq,market_cap,revenue,dividend_yield,payout_ratio,assets,total_debt,cash,shares_outstanding,ev,earnings_score,moat_score,safety_score,final_score,working_capital,current_ratio,gross_profit
"1","Apple Inc","AAPL","technology","Computer Manufacturing","Apple designs a wide variety of consumer electronic devices, including smartphones (iPhone), tablets (iPad), PCs (Mac), smartwatches (Apple Watch), AirPods, and TV boxes (Apple TV), among others. The iPhone makes up the majority of Apple's total revenue. In addition, Apple offers its customers a variety of services such as Apple Music, iCloud, Apple Care, Apple TV+, Apple Arcade, Apple Card, and Apple Pay, among others. Apple's products run internally developed software and semiconductors, and the firm is well known for its integration of hardware, software and services. Apple's products are distributed online as well as through company-owned stores and third-party retailers. The company generates roughly 40% of its revenue from the Americas, with the remainder earned internationally.","NASDAQ","SP500;DJIA;NDX","{"stock_price":1760006034034,"stock_split":1760006034034,"fundamentals":1760006034034,"additional_data":1759902049421}",99280000000,130233000000,1.5081269937718365,0.3928656540822637,96184000000,65830000000,0.9647657799216408,38.617300997670284,5.530772038203305,58.23979406119864,39.86032648931949,9.38250386796869,0.009460016540946577,1.5364575421540332,1.0515782250686185,0.26951019302188434,0.4667825022942796,0.31871030896298563,0.08979184968643805,0.09628455180293094,-0.01387388710032611,0.08342777748199182,0.07570337609529099,-0.04276149573846777,0.8958805823774413,0.09259604625139883,-0.054317998385794986,3833925643048.706,408625000000,0.004007119967977123,0.15474415793714746,331495000000,101145000000,36269000000,14856722000,3898801643048.706,0.929247941465536,"",0.91098851337234,"",-18629000000,0.8679917800453515,190739000000
