id,name,ticker,sector,industry,indices,exchanges,sales_cagrr_3y,cash,equity_cagrr_3y,pe,fcf_cagrr_3y,market_cap,op_margins,earnings_stability,earnings_growth_qoq,payout_ratio,current_ratio,net_margins,sales_cagrr_5y,roa,gross_margins,sales_growth_qoq,pb,fcf,fcf_cagrr_5y,debt_over_fcf,shares_cagrr_3y,peg,earnings_cagrr_5y,equity,assets,total_debt,roe,earnings_cagrr,equity_cagrr,debt_over_equity,earnings_score,ps,earnings_growth_yoy,ebit,equity_cagrr_5y,shares_outstanding,ev,working_capital,equity_growth_yoy,equity_growth_qoq,sales_growth_yoy,safety_score,earnings_cagrr_3y,gross_profit,g_stability,price_to_cash,fcf_cagrr,dividend_yield,pfcf,sales_cagrr,revenue,earnings,last_updated_stock_price,last_updated_stock_split,last_updated_fundamentals,last_updated_additional_data,description
1,Apple Inc.,AAPL,technology,Computer Manufacturing,"[""SP500"", ""DJIA"", ""NDX""]","[""NASDAQ""]",0.02582006024768213,35934000000,0.051371348732880184,36.76894388685149,-0.001987255552905909,4118489404766.2354,0.31970799762591884,0.9011418432580662,0.1720576939489631,0.1376752075707526,0.8932929222186667,0.2691506412181824,0.042146114956072234,0.37036418448896424,0.4690516410716045,0.08964651835467263,55.8567995980936,98767000000,0.019463613207169272,1.0492472182004111,-0.02547000894263418,7.25445129116995,0.05068466574667929,73733000000,359241000000,103631000000,1.5191298333175105,0.09000071716422142,-0.04203372438615571,1.4054900790690736,0.9301985243687683,9.896384824061446,0.8638707926167211,133050000000,0.011190400653793287,14773260000,4186186404766.2354,-17674000000,0.2946971027216856,0.12005164818471825,0.07938480985989682,0.9161291711687665,0.02582006024768213,195201000000,0.9647657799216408,0.008725043691605565,0.07468922967407154,0.003744334022603924,41.699043250946524,0.08276606152036714,416161000000,112010000000,1765449262393,1765449262393,1765449262393,1766668807518,"Apple revolutionized personal technology with the introduction of the Macintosh in 1984. Today, Apple leads the world in innovation with iPhone, iPad, Mac, AirPods, Apple Watch, and Apple Vision Pro. Apple's six software platforms - iOS, iPadOS, macOS, watchOS, visionOS, and tvOS - provide seamless experiences across all Apple devices and empower people with breakthrough services including the App Store, Apple Music, Apple Pay, iCloud, and Apple TV. Apple's more than 150,000 employees are dedicated to making the best products on earth and to leaving the world better than we found it."
