id,name,ticker,sector,industry,indices,exchanges,sales_growth_yoy,current_ratio,ebit,pb,fcf_cagrr,earnings_stability,equity,pe,earnings_cagrr,roe,earnings_cagrr_5y,assets,sales_cagrr,total_debt,gross_margins,price_to_cash,cash,ev,earnings_cagrr_3y,equity_cagrr,earnings_growth_yoy,shares_outstanding,ps,equity_cagrr_5y,market_cap,moat_score,final_score,debt_over_equity,earnings_score,working_capital,shares_cagrr_3y,equity_growth_yoy,fcf_cagrr_5y,equity_growth_qoq,safety_score,sales_cagrr_3y,fcf,gross_profit,revenue,peg,debt_over_fcf,earnings_growth_qoq,roa,g_stability,earnings,pfcf,net_margins,op_margins,sales_growth_qoq,equity_cagrr_3y,sales_cagrr_5y,fcf_cagrr_3y,last_updated_stock_price,last_updated_stock_split,last_updated_fundamentals,last_updated_additional_data,description
4,"Tesla, Inc.",TSLA,industrials,Auto Manufacturing,"[""SP500"", ""NDX""]","[""NASDAQ""]",0.11567786514176803,2.0662511984659635,6863000000,18.039641808438965,0.7884946091567158,0.4918565518625099,80657000000,276.04313969707107,0.6382024107747581,0.06535080650160556,0.38938540648909936,133735000000,0.5521813942249603,9337000000,0.17006681793941422,0.0125695573926512,18289000000,1446071389343.2617,0.038073457806847344,0.5961790231233737,-0.3664051684356253,3223000000,15.214658008671293,0.3281128299681222,1455023389343.2617,0.7196899102748663,0.8023970490304292,0.1157618061668547,0.7992945290555938,33363000000,0.010498678952062246,0.14180351075877695,-0.0142460945472358,0.03391829357398324,0.8882067077608277,0.038073457806847344,6831000000,16264000000,95633000000,7.089200958659933,1.3668569755526276,0.17150170648464158,0.05131790481175459,0.6436805954794396,5271000000,213.0029848255397,0.0422446586391328,0.07176393086068616,0.2488886913229018,0.23367674699786067,0.24836449625479196,-0.017844676821776262,1765442337128,1765442337128,1765442337128,1768867853290,"Tesla is a vertically integrated sustainable energy company that also aims to transition the world to electric mobility by making electric vehicles. The company sells solar panels and solar roofs for energy generation plus batteries for stationary storage for residential and commercial properties including utilities. Tesla has multiple vehicles in its fleet, which include luxury and midsize sedans and crossover SUVs. The company also plans to begin selling more affordable sedans and small SUVs, a light truck, a semi truck, and a sports car. Global deliveries in 2021 were a little over 936,000 units."
